Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelMOW_US_FPCMP2,SAT,HYD,SAT,HYD,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelMOW_US_FPCMP2,SAN,AMD,SAN,AMD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SAC,DEL,SAC,DEL,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelMOW_US_FPCMP2,RDU,DEL,RDU,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PNQ,LAS,PNQ,LAS,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PHL,COK,PHL,COK,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PHL,BOM,PHL,BOM,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PDX,HYD,PDX,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PDK,DEL,PDK,DEL,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelMOW_US_FPCMP2,ORL,MAA,ORL,MAA,0.75,1,0.75,0.76,0.76,0.76,1,3,0.75
FlyDealFarePanelMOW_US_FPCMP2,ORD,MAA,ORD,MAA,0.92,2,1.22,0.93,0.93,0.93,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,DEL,ORD,DEL,0.92,3,1.22,1.01,0.93,0.93,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,BOM,ORD,BOM,0.92,3,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,BLR,ORD,BLR,0.9,3,1.22,0.91,0.91,0.91,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,BDQ,ORD,BDQ,0.9,2,1.22,0.91,0.91,0.91,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,ATQ,ORD,ATQ,0.92,3,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,AMD,ORD,AMD,0.9,3.91,1.33,1.02,0.91,0.91,0,10,0
FlyDealFarePanelMOW_US_FPCMP2,OKC,DEL,OKC,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,NAG,SFO,NAG,SFO,0.25,3,1.22,0.26,0.26,0.26,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,MIA,MAA,MIA,MAA,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MIA,HYD,MIA,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MIA,GOI,MIA,GOI,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MIA,DEL,MIA,DEL,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MHT,HYD,MHT,HYD,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MDW,HYD,MDW,HYD,0.82,2,1.22,0.83,0.83,0.83,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,MDW,DEL,MDW,DEL,0.82,2,1.22,0.83,0.83,0.83,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,MCI,DEL,MCI,DEL,0.75,2,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,MCI,BOM,MCI,BOM,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MAF,HYD,MAF,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MAA,SFO,MAA,SFO,0.25,2,1.22,0.26,0.26,0.26,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,MAA,NYC,MAA,NYC,0.25,2,0.41,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MAA,IAH,MAA,IAH,1.15,2,1.22,1.16,1.16,1.16,1,2,1.15
FlyDealFarePanelMOW_US_FPCMP2,MAA,CLT,MAA,CLT,0.25,3,1.22,0.26,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,MAA,BOS,MAA,BOS,0.25,4,1.22,0.52,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,LKO,BOS,LKO,BOS,0.25,4,1.22,0.34,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,JFK,MAA,JFK,MAA,0.9,2,1.22,0.91,0.91,0.91,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,JFK,HYD,JFK,HYD,0.92,2.33,1.22,1.01,0.93,0.93,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,JFK,BOM,JFK,BOM,1.03,2,1.22,1.04,1.04,1.04,1,2,1.03
FlyDealFarePanelMOW_US_FPCMP2,JFK,BLR,JFK,BLR,0.9,3.26,1.22,1.01,0.91,0.91,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,JFK,AMD,JFK,AMD,0.9,3,1.22,0.91,0.91,0.91,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,IND,PNQ,IND,PNQ,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,IND,ATQ,IND,ATQ,0.75,2,1.22,0.76,0.76,0.76,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,IAH,HYD,IAH,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,IAH,DEL,IAH,DEL,0.92,4,1.22,0.94,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,TPA,HYD,TPA,0.25,3,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,SFO,HYD,SFO,0.25,4,1.22,0.36,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,SAT,HYD,SAT,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,ORD,HYD,ORD,0.94,2.53,1.22,0.95,0.95,0.95,1,2,0.94
FlyDealFarePanelMOW_US_FPCMP2,HYD,HOU,HYD,HOU,0.25,3.5,1.22,0.46,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,GCC,HYD,GCC,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,EWR,HYD,EWR,0.25,4,1.22,0.52,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,DFW,HYD,DFW,0.25,3.48,1.22,0.52,0.26,0.26,1,21,0.25
FlyDealFarePanelMOW_US_FPCMP2,HYD,DCA,HYD,DCA,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,DAL,HYD,DAL,0.25,4,1.22,0.42,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,HYD,CHI,HYD,CHI,0.25,2,0.52,0.26,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,HYD,BOS,HYD,BOS,0.25,4.07,1.22,0.52,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,AUS,HYD,AUS,0.25,3.53,1.22,0.52,0.26,0.26,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,HOU,MAA,HOU,MAA,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,GSP,AMD,GSP,AMD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,GSO,AMD,GSO,AMD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,FAT,HYD,FAT,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,FAT,DEL,FAT,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,EWR,MAA,EWR,MAA,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,EWR,BOM,EWR,BOM,0.92,3.04,1.22,1.01,0.93,0.93,1,22,0.92
FlyDealFarePanelMOW_US_FPCMP2,EWR,BDQ,EWR,BDQ,0.75,3,1.22,0.76,0.76,0.76,1,4,0.75
FlyDealFarePanelMOW_US_FPCMP2,EWR,AMD,EWR,AMD,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DTW,MAA,DTW,MAA,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DTW,AMD,DTW,AMD,0.75,3,1.22,0.76,0.76,0.76,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,DFW,VTZ,DFW,VTZ,0.9,2,1.22,0.91,0.91,0.91,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,DFW,HYD,DFW,HYD,0.92,3.37,1.99,1.01,0.93,0.93,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,DFW,BLR,DFW,BLR,0.92,2,1.22,0.93,0.93,0.93,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,DEN,PNQ,DEN,PNQ,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,USA,DEL,USA,0.25,7,1.22,0.61,0.36,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,SFO,DEL,SFO,0.96,2.09,1.79,0.97,0.97,0.97,0,23,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,MSP,DEL,MSP,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,MLU,DEL,MLU,0.25,2,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,MCO,DEL,MCO,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,IAD,DEL,IAD,0.25,2.5,1.22,0.26,0.26,0.26,1,2,0.25
FlyDealFarePanelMOW_US_FPCMP2,DEL,HOU,DEL,HOU,0.25,4,1.22,0.46,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,DEL,EWR,DEL,EWR,0.25,2.76,1.22,0.26,0.26,0.26,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,CHI,DEL,CHI,0.25,2.45,0.67,0.26,0.26,0.26,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,ATL,DEL,ATL,0.25,3,1.22,0.26,0.26,0.26,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,COK,ATL,COK,ATL,0.25,5.44,1.22,0.61,0.36,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,CJB,SFO,CJB,SFO,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,PNQ,CHI,PNQ,0.75,2,0.82,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,BLR,CHI,BLR,0.75,3,0.99,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BWI,DEL,BWI,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOS,HYD,BOS,HYD,0.9,2.88,1.22,0.92,0.91,0.91,1,4,0.9
FlyDealFarePanelMOW_US_FPCMP2,BOS,DEL,BOS,DEL,1.21,2,1.22,1.22,1.22,1.22,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,BOS,BLR,BOS,BLR,0.92,2,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,NYC,BOM,NYC,0.25,2,0.63,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,LAX,BOM,LAX,0.25,4,1.22,0.52,0.26,0.26,1,3,0.25
FlyDealFarePanelMOW_US_FPCMP2,BOM,GCC,BOM,GCC,0.25,3,1.22,0.26,0.26,0.26,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,DFW,BOM,DFW,0.25,3,1.22,0.26,0.26,0.26,1,2,0.25
FlyDealFarePanelMOW_US_FPCMP2,BNA,HYD,BNA,HYD,0.75,2,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,BLR,PHL,BLR,PHL,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BLR,JAN,BLR,JAN,0.25,4,1.22,0.34,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,BLR,DFW,BLR,DFW,0.25,3.4,1.22,0.28,0.26,0.26,1,5,0.25
FlyDealFarePanelMOW_US_FPCMP2,BLR,ATL,BLR,ATL,0.25,3.65,1.22,0.52,0.26,0.26,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,AUS,HYD,AUS,HYD,0.75,3,1.22,0.76,0.76,0.76,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,AUS,BDQ,AUS,BDQ,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ATQ,JFK,ATQ,JFK,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ATL,MAA,ATL,MAA,0.92,3,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ATL,BLR,ATL,BLR,0.9,3,1.22,0.91,0.91,0.91,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,NYC,AMD,NYC,0.25,8,0.88,0.61,0.42,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,IAD,AMD,IAD,0.25,5,1.22,0.78,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,AUS,AMD,AUS,0.25,2,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ABQ,DEL,ABQ,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ABQ,BOM,ABQ,BOM,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelD_US_FPCMP2,TPA,HYD,TPA,HYD,0.95,5,1.56,1.04,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,TLH,BOM,TLH,BOM,0.95,3,1.11,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,STL,HYD,STL,HYD,0.95,3.72,1.56,1.02,0.96,0.96,2,4,1.42
FlyDealFarePanelD_US_FPCMP2,STL,DEL,STL,DEL,0.95,3,1.56,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,TRV,SFO,TRV,0.95,4.46,1.56,1.02,0.96,0.96,1,4,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,MAA,SFO,MAA,0.95,4.43,1.56,1.11,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,SFO,HYD,SFO,HYD,0.95,6.04,3.87,1.73,1.01,0.96,1,5,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,DEL,SFO,DEL,0.95,6.08,3.79,2.21,1.02,0.96,3,16,1.9
FlyDealFarePanelD_US_FPCMP2,SFO,CJB,SFO,CJB,0.95,3,1.56,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,BOM,SFO,BOM,0.95,5.79,3.31,1.77,1.01,0.96,0,6,0
FlyDealFarePanelD_US_FPCMP2,SFO,BHO,SFO,BHO,0.95,3,1.11,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SEA,COK,SEA,COK,0.95,4,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SEA,AMD,SEA,AMD,0.95,3,1.56,0.96,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,SDF,IMF,SDF,IMF,0.95,3,1.11,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SAV,BOM,SAV,BOM,0.95,9,2.41,1.11,1.01,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SAN,JAI,SAN,JAI,0.95,3,1.11,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SAN,HYD,SAN,HYD,1.17,2.73,2.02,1.18,1.18,1.18,0,3,0
FlyDealFarePanelD_US_FPCMP2,RSW,MYQ,RSW,MYQ,0.95,3,1.11,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,RPR,MSP,RPR,MSP,0.55,2,1.02,0.56,0.56,0.56,1,1,0.28
FlyDealFarePanelD_US_FPCMP2,RDU,DEL,RDU,DEL,0.95,10,2.41,1.22,1.02,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,PIT,BLR,PIT,BLR,0.95,3,1.56,0.96,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,PHX,HYD,PHX,HYD,0.95,6,2.07,1.11,0.96,0.96,1,2,0.47
FlyDealFarePanelD_US_FPCMP2,PHX,DEL,PHX,DEL,0.95,5,1.56,1.11,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,ORL,BOM,ORL,BOM,0.95,7,2.41,1.11,1.01,0.96,1,2,0.47
FlyDealFarePanelD_US_FPCMP2,ORD,MAA,ORD,MAA,0.95,5.5,2.12,1.02,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,ORD,HYD,ORD,HYD,0.95,4.46,1.49,1.11,0.96,0.96,2,8,1.42
FlyDealFarePanelD_US_FPCMP2,ORD,DEL,ORD,DEL,0.95,5.54,4.1,1.77,1.01,0.96,1,8,0.47
FlyDealFarePanelD_US_FPCMP2,ORD,COK,ORD,COK,0.95,3,1.28,0.96,0.96,0.96,1,4,0.47
FlyDealFarePanelD_US_FPCMP2,ORD,AMD,ORD,AMD,0.95,5.27,4.1,1.77,1.01,0.96,1,6,0.47
FlyDealFarePanelD_US_FPCMP2,ONT,DEL,ONT,DEL,0.95,4,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,OKC,GAU,OKC,GAU,0.95,3,1.11,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,PNQ,NYC,PNQ,0.95,4,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,BOM,NYC,BOM,0.95,4.31,1.56,1.11,0.96,0.96,2,6,0.95
FlyDealFarePanelD_US_FPCMP2,NYC,ATQ,NYC,ATQ,0.95,4,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,AMD,NYC,AMD,0.95,4.33,1.56,1.04,0.96,0.96,0,3,0
Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelM_US_FPCMP2,WAS,MAA,WAS,MAA,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,WAS,ATQ,WAS,ATQ,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,WAS,AMD,WAS,AMD,1,2,1.01,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,USA,HYD,USA,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,TYS,BOM,TYS,BOM,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,TUL,BOM,TUL,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,TPA,MAA,TPA,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,TPA,BOM,TPA,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,STL,MAA,STL,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,STL,DEL,STL,DEL,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,SRQ,BLR,SRQ,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SLC,MAA,SLC,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SJC,AMD,SJC,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SFO,TRV,SFO,TRV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SFO,IXC,SFO,IXC,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,SFO,IDR,SFO,IDR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SFO,BOM,SFO,BOM,1,3.19,1.23,1.22,1.01,1.01,3,10,3
FlyDealFarePanelM_US_FPCMP2,SFO,ATQ,SFO,ATQ,1,2.07,1.22,1.01,1.01,1.01,0,18,0
FlyDealFarePanelM_US_FPCMP2,SFO,AMD,SFO,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SFB,DEL,SFB,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SEA,VTZ,SEA,VTZ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SEA,DEL,SEA,DEL,1,2.59,1.22,1.02,1.01,1.01,0,32,0
FlyDealFarePanelM_US_FPCMP2,SEA,CCU,SEA,CCU,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SEA,BLR,SEA,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SEA,AMD,SEA,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SDF,DEL,SDF,DEL,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,SDF,AMD,SDF,AMD,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SCE,BLR,SCE,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAV,DEL,SAV,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAV,AMD,SAV,AMD,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,SAN,MYQ,SAN,MYQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAN,BLR,SAN,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAN,AMD,SAN,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAC,HYD,SAC,HYD,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,ROC,DEL,ROC,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,RIC,HYD,RIC,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,RDU,NAG,RDU,NAG,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,RDU,CJB,RDU,CJB,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,PSM,AMD,PSM,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,PIT,DEL,PIT,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,PIT,BLR,PIT,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHX,DEL,PHX,DEL,1,2,1.22,1.01,1.01,1.01,1,8,1
FlyDealFarePanelM_US_FPCMP2,PHX,BOM,PHX,BOM,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,PHX,BLR,PHX,BLR,1,2,1.22,1.01,1.01,1.01,2,3,2
FlyDealFarePanelM_US_FPCMP2,PHL,TRV,PHL,TRV,1,2,1.22,1.01,1.01,1.01,3,4,3
FlyDealFarePanelM_US_FPCMP2,PHL,HYD,PHL,HYD,1,2,1.22,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,PHL,DEL,PHL,DEL,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,PHL,CNN,PHL,CNN,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,PHL,BOM,PHL,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,BLR,PHL,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,ATQ,PHL,ATQ,1,2.64,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,PBI,DEL,PBI,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORL,BOM,ORL,BOM,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,ORF,BOM,ORF,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORD,NAG,ORD,NAG,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORD,MAA,ORD,MAA,1,2.24,1.22,1.01,1.01,1.01,0,9,0
FlyDealFarePanelM_US_FPCMP2,ORD,DEL,ORD,DEL,1,2.39,1.22,1.01,1.01,1.01,1,18,1
FlyDealFarePanelM_US_FPCMP2,ORD,COK,ORD,COK,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORD,BOM,ORD,BOM,1,3.02,1.51,1.01,1.01,1.01,0,8,0
FlyDealFarePanelM_US_FPCMP2,ORD,BDQ,ORD,BDQ,1,2,1.22,1.01,1.01,1.01,0,11,0
FlyDealFarePanelM_US_FPCMP2,ORD,AMD,ORD,AMD,1,3.2,1.33,1.01,1.01,1.01,5,33,5
FlyDealFarePanelM_US_FPCMP2,ONT,HYD,ONT,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ONT,BOM,ONT,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
